te,en
<h1>,,
పాఠ 7:,Lesson 7:,
మా నాన్నగారు అమెరికాలో ఉన్నారు,My Father is in America,
,,
రామారావు:,Ramarao:,
"రా, పురుషోత్తం!",Come on Purushottam!,
అలా కూర్చో!,Sit there.,
కాఫీ తీసుకో!,Take this coffee.,
,,
పురుషోత్తం:,Purushottam:,
"ఈ అబ్బాయి ఎవరు, రామారావు?","Who is this boy, Ramarao?",
,,
రామా:,Rama:,
వాడు మా తమ్ముడి కొడుకు.,He is my younger brother's son.,
వాడి పేరు రవి.,His name is Ravi.,
,,
పురు:,Puru:,
మీ తమ్ముడు ఎక్కడున్నాడు?,Where is your younger brother?,
,,
రామా:,Rama:,
ఇప్పుడు ఇక్కడ లేడు.,Now he is not here.,
వాడు అమెరికాలో ఉన్నాడు.,He is in America.,
,,
పురు:,Puru:,
అలాగా!,I see!,
ఆ అబ్బాయి ఎవరు?,Who is that boy?,
,,
రామా:,Rama:,
వీడు మా అబ్బాయి.,He is my son.,
వీడి పేరు రాము.,His name is Ramu.,
,,
పురు:,Puru:,
ఆ అమ్మాయిలు ఎవరు?,Who are those girls?,
,,
రామా:,Rama:,
అది మా తమ్ముడి కూతురు.,That is my younger brother's daughter.,
దాని పేరు సరళ.,Her name is Sarala.,
ఇది మా అమ్మాయి.,This is my daughter.,
దీని పేరు గిరిజ.,Her name is Girija.,
,,
పురు:,Puru:,
పాపా!,Papa!,
ఇది ఏం బొమ్మ?,What doll is this?,
అది ఏం బొమ్మ?,And what doll is that?,
,,
గిరిజ:,Girija:,
ఇది ఏనుగు బొమ్మండి!,"This is elephant-doll, sir!",
అది కోతి బొమ్మ!,That is monkey-doll.,
,,
పురు:,Puru:,
బాబూ!,Babu!,
ఈ బొమ్మ ఏమిటి?,What is this doll?,
,,
రాము:,Ramu:,
అది పులి బొమ్మండీ!,"That is a tiger-doll, sir!",
సరళా!,Sarala!,
నీ సింహం బొమ్మ ఏది?,Where is your lion doll?,
,,
సరళ:,Sarala:,
"అదుగో, నా సింహం బొమ్మ!",There it is my lion-doll!,
,,
రవి:,ravi:,
"ఇదుగోనండి, మా నాన్నగారి ఫోటో!","Here is my father's photograph, Sir!",
మా నాన్నగారు అమెరికాలో ఉన్నారు.,He is in America.,
,,
పురు:,Puru:,
అలాగా!,I see!,
ఏది ఇలా ఇవ్వు!,Give me (Let me see it)!,
ఈ ఫోటోలో ఎవరున్నారు?,Who is/are there in this photograph?,
,,
రవి:,Ravi:,
